%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter
1580243264102372322,1,1580243264101073026,gps,42.3410296667,-71.0886863333,-94.7,327943,4689754,19,T
1580243265107997745,2,1580243265107072114,gps,42.3410166667,-71.0886813333,-95.9,327943,4689752,19,T
1580243266113116118,3,1580243266107841968,gps,42.3410056667,-71.088673,-97.1,327944,4689751,19,T
1580243267104740283,4,1580243267103811979,gps,42.340993,-71.088671,-98.1,327944,4689750,19,T
1580243268107696366,5,1580243268106806993,gps,42.3409838333,-71.0886673333,-98.8,327944,4689749,19,T
1580243269106810250,6,1580243269105889081,gps,42.3409741667,-71.0886638333,-99.7,327944,4689748,19,T
1580243270106833859,7,1580243270105993986,gps,42.3409636667,-71.0886645,-100.5,327944,4689746,19,T
1580243271107739023,8,1580243271103657960,gps,42.3409575,-71.0886585,-101.2,327945,4689746,19,T
1580243272110838913,9,1580243272107001066,gps,42.3409506667,-71.0886598333,-101.5,327945,4689745,19,T
1580243273110695736,10,1580243273106909036,gps,42.3409436667,-71.0886616667,-101.9,327944,4689744,19,T
1580243274113410334,11,1580243274109210968,gps,42.3409398333,-71.0886591667,-102.2,327945,4689744,19,T
1580243275110277336,12,1580243275108809947,gps,42.3409341667,-71.08866,-102.5,327944,4689743,19,T
1580243276112068691,13,1580243276107824087,gps,42.3409326667,-71.0886645,-102.4,327944,4689743,19,T
1580243277112783300,14,1580243277108155012,gps,42.340931,-71.088667,-102.3,327944,4689743,19,T
1580243278108687147,15,1580243278104829072,gps,42.3409316667,-71.0886705,-101.9,327944,4689743,19,T
1580243279114714712,16,1580243279110574007,gps,42.340932,-71.0886755,-101.5,327943,4689743,19,T
1580243280113830590,17,1580243280109765052,gps,42.3409311667,-71.088682,-101.2,327943,4689743,19,T
1580243281113461404,18,1580243281109359979,gps,42.3409318333,-71.0886843333,-100.9,327942,4689743,19,T
1580243282109914856,19,1580243282109010934,gps,42.3409305,-71.0886868333,-100.8,327942,4689743,19,T
1580243283114926028,20,1580243283110852956,gps,42.3409301667,-71.0886806667,-101.0,327943,4689743,19,T
1580243284109090453,21,1580243284108130931,gps,42.3409285,-71.0886798333,-101.0,327943,4689743,19,T
1580243285109152466,22,1580243285108268022,gps,42.3409268333,-71.0886761667,-101.0,327943,4689742,19,T
1580243286113286164,23,1580243286109352111,gps,42.3409246667,-71.0886753333,-101.1,327943,4689742,19,T
1580243287106427380,24,1580243287105180978,gps,42.340921,-71.0886803333,-101.1,327943,4689742,19,T
1580243288110427806,25,1580243288109558105,gps,42.3409168333,-71.0886818333,-101.2,327943,4689741,19,T
1580243289109789706,26,1580243289105797052,gps,42.3409141667,-71.0886801667,-101.4,327943,4689741,19,T
1580243290108683085,27,1580243290107754945,gps,42.3409111667,-71.0886848333,-101.4,327942,4689741,19,T
1580243291115886494,28,1580243291111866950,gps,42.340907,-71.0886896667,-101.4,327942,4689740,19,T
1580243292116261309,29,1580243292112253904,gps,42.3409013333,-71.0886996667,-101.3,327941,4689740,19,T
1580243293108976516,30,1580243293108068943,gps,42.3408983333,-71.0887023333,-101.3,327941,4689739,19,T
1580243294112640154,31,1580243294108222961,gps,42.3409041667,-71.088713,-100.3,327940,4689740,19,T
1580243295114712054,32,1580243295110811948,gps,42.340911,-71.0887236667,-99.4,327939,4689741,19,T
1580243296113647059,33,1580243296109811067,gps,42.3409176667,-71.0887325,-98.5,327938,4689741,19,T
1580243297109268316,34,1580243297108326911,gps,42.3409198333,-71.0887518333,-97.5,327937,4689742,19,T
1580243298115305116,35,1580243298110810995,gps,42.3409338333,-71.0887771667,-95.4,327935,4689743,19,T
1580243299105466603,36,1580243299104350090,gps,42.3409468333,-71.0888043333,-93.4,327933,4689745,19,T
1580243300108267862,37,1580243300107382059,gps,42.3409603333,-71.0888385,-91.0,327930,4689746,19,T
1580243301114793654,38,1580243301110614061,gps,42.3409748333,-71.0888616667,-88.9,327928,4689748,19,T
1580243302110665607,39,1580243302109762907,gps,42.3409915,-71.0888803333,-86.9,327926,4689750,19,T
1580243303115113757,40,1580243303110995054,gps,42.3410066667,-71.0889001667,-85.0,327925,4689752,19,T
1580243304113165968,41,1580243304109159946,gps,42.3410233333,-71.088921,-82.8,327923,4689754,19,T
1580243305116625097,42,1580243305112694978,gps,42.3410326667,-71.0889563333,-80.6,327920,4689755,19,T
1580243306119012024,43,1580243306114658117,gps,42.3410448333,-71.0889791667,-78.6,327918,4689756,19,T
1580243307110095640,44,1580243307109162092,gps,42.3410601667,-71.0889973333,-76.7,327917,4689758,19,T
1580243308110245379,45,1580243308109292030,gps,42.3410765,-71.08901,-75.1,327916,4689760,19,T
1580243309107570793,46,1580243309106682062,gps,42.3410935,-71.0890223333,-73.4,327915,4689762,19,T
1580243310114736776,47,1580243310110732078,gps,42.3411036667,-71.0890415,-71.7,327913,4689763,19,T
1580243311115615428,48,1580243311113346099,gps,42.3411201667,-71.089049,-70.3,327913,4689765,19,T
1580243312115751742,49,1580243312111563920,gps,42.3411331667,-71.0890575,-68.9,327912,4689766,19,T
1580243313117930425,50,1580243313113899946,gps,42.3411446667,-71.0890756667,-67.4,327911,4689767,19,T
1580243314107807171,51,1580243314106789112,gps,42.3411518333,-71.0890896667,-66.1,327910,4689768,19,T
1580243315111746516,52,1580243315110888004,gps,42.341163,-71.0890941667,-65.1,327909,4689769,19,T
1580243316115772352,53,1580243316111834049,gps,42.3411686667,-71.0891065,-64.0,327908,4689770,19,T
1580243317116983071,54,1580243317113089084,gps,42.341172,-71.0891196667,-62.9,327907,4689770,19,T
1580243318110013905,55,1580243318109113931,gps,42.3411731667,-71.0891355,-61.9,327906,4689771,19,T
1580243319118499923,56,1580243319114435911,gps,42.341179,-71.089142,-61.0,327905,4689771,19,T
1580243320118056480,57,1580243320114233970,gps,42.3411941667,-71.0891413333,-60.0,327906,4689773,19,T
1580243321115185208,58,1580243321111257076,gps,42.341208,-71.0891386667,-59.1,327906,4689775,19,T
1580243322114280857,59,1580243322113388061,gps,42.341219,-71.0891373333,-58.3,327906,4689776,19,T
1580243323112375056,60,1580243323110639095,gps,42.341235,-71.089132,-57.6,327906,4689777,19,T
1580243324111626141,61,1580243324110685110,gps,42.3412568333,-71.0891183333,-56.8,327908,4689780,19,T
1580243325112619486,62,1580243325111726045,gps,42.3412673333,-71.0891221667,-55.9,327907,4689781,19,T
1580243326117762154,63,1580243326113878011,gps,42.3412796667,-71.0891236667,-54.9,327907,4689782,19,T
1580243327116993867,64,1580243327112943887,gps,42.3412923333,-71.0891146667,-54.3,327908,4689784,19,T
1580243328118743658,65,1580243328114950895,gps,42.341302,-71.0891071667,-53.7,327909,4689785,19,T
1580243329114661021,66,1580243329110677003,gps,42.3413091667,-71.089105,-53.1,327909,4689786,19,T
1580243330117351501,67,1580243330113378047,gps,42.3413256667,-71.0890921667,-52.5,327910,4689787,19,T
1580243331117336026,68,1580243331113486051,gps,42.341336,-71.0890918333,-51.8,327910,4689789,19,T
1580243332113185700,69,1580243332112303018,gps,42.341353,-71.0890825,-51.2,327911,4689790,19,T
1580243333116822347,70,1580243333113020896,gps,42.341363,-71.0890855,-50.5,327911,4689792,19,T
1580243334122422340,71,1580243334118514060,gps,42.3413715,-71.0890823333,-50.0,327911,4689793,19,T
1580243335115215211,72,1580243335114276885,gps,42.3413773333,-71.0890836667,-49.5,327911,4689793,19,T
1580243336115695590,73,1580243336111854076,gps,42.3413791667,-71.0890876667,-49.2,327910,4689793,19,T
1580243337118461300,74,1580243337114494085,gps,42.3413831667,-71.0890851667,-49.0,327911,4689794,19,T
1580243338116644150,75,1580243338112654924,gps,42.341385,-71.0890878333,-48.7,327910,4689794,19,T
1580243339119943985,76,1580243339115901947,gps,42.3413866667,-71.089092,-48.3,327910,4689794,19,T
1580243340115302859,77,1580243340111424922,gps,42.3413946667,-71.0890891667,-47.9,327910,4689795,19,T
1580243341117884738,78,1580243341113857030,gps,42.3413925,-71.0890911667,-47.6,327910,4689795,19,T
1580243342117167120,79,1580243342112960100,gps,42.3413956667,-71.0890853333,-47.5,327911,4689795,19,T
1580243343115311746,80,1580243343114428043,gps,42.3414005,-71.0890856667,-47.2,327911,4689796,19,T
1580243344117359675,81,1580243344113367080,gps,42.3414063333,-71.089084,-47.0,327911,4689796,19,T
1580243345117714024,82,1580243345113828897,gps,42.3414088333,-71.0890866667,-46.8,327911,4689797,19,T
1580243346118635353,83,1580243346114660978,gps,42.3414136667,-71.0890815,-46.7,327911,4689797,19,T
1580243347113850875,84,1580243347111543893,gps,42.3414183333,-71.0890813333,-46.5,327911,4689798,19,T
1580243348115956206,85,1580243348111862897,gps,42.3414251667,-71.0890795,-46.3,327911,4689799,19,T
1580243349117203899,86,1580243349113281965,gps,42.3414308333,-71.0890753333,-46.2,327912,4689799,19,T
1580243350121324854,87,1580243350117239952,gps,42.3414395,-71.0890598333,-46.0,327913,4689800,19,T
1580243351118109524,88,1580243351114155054,gps,42.3414451667,-71.0890505,-46.0,327914,4689801,19,T
1580243352118427374,89,1580243352114027976,gps,42.3414511667,-71.0890458333,-45.8,327914,4689801,19,T
1580243353121771681,90,1580243353117341041,gps,42.3414551667,-71.0890385,-45.7,327915,4689802,19,T
1580243354114218813,91,1580243354113329887,gps,42.3414566667,-71.0890436667,-45.3,327914,4689802,19,T
1580243355117541317,92,1580243355113706111,gps,42.34146,-71.0890453333,-45.1,327914,4689802,19,T
1580243356118202076,93,1580243356114423036,gps,42.3414601667,-71.0890508333,-45.0,327914,4689802,19,T
1580243357119078379,94,1580243357115360021,gps,42.3414683333,-71.0890466667,-44.8,327914,4689803,19,T
1580243358119069709,95,1580243358115031003,gps,42.3414658333,-71.0890481667,-44.6,327914,4689803,19,T
1580243359118654648,96,1580243359114689111,gps,42.3414686667,-71.0890488333,-44.5,327914,4689803,19,T
1580243360118623093,97,1580243360114778995,gps,42.3414778333,-71.089045,-44.2,327914,4689804,19,T
1580243361118348922,98,1580243361114459037,gps,42.341482,-71.0890413333,-44.0,327915,4689805,19,T
1580243362117680043,99,1580243362113893985,gps,42.3414886667,-71.089038,-43.7,327915,4689805,19,T
1580243363118680917,100,1580243363114653110,gps,42.3414896667,-71.0890411667,-43.5,327915,4689806,19,T
1580243364120076032,101,1580243364116193056,gps,42.34149,-71.0890435,-43.2,327914,4689806,19,T
1580243365114298384,102,1580243365112482070,gps,42.3414921667,-71.0890488333,-43.0,327914,4689806,19,T
1580243366121128252,103,1580243366116344928,gps,42.3414868333,-71.089058,-42.9,327913,4689805,19,T
1580243367120939400,104,1580243367116309881,gps,42.3414813333,-71.0890625,-42.9,327913,4689805,19,T
1580243368119503018,105,1580243368115207910,gps,42.3414851667,-71.0890691667,-42.5,327912,4689805,19,T
1580243369110177629,106,1580243369109015941,gps,42.3414801667,-71.0890703333,-42.6,327912,4689805,19,T
1580243370120506923,107,1580243370116588115,gps,42.341474,-71.0890771667,-42.4,327912,4689804,19,T
1580243371126021094,108,1580243371122041940,gps,42.3414713333,-71.0890751667,-42.5,327912,4689804,19,T
1580243372119623808,109,1580243372115770101,gps,42.3414728333,-71.089077,-42.5,327912,4689804,19,T
1580243373119246758,110,1580243373115374088,gps,42.3414705,-71.0890811667,-42.5,327911,4689804,19,T
1580243374119565011,111,1580243374115629911,gps,42.3414635,-71.0890885,-42.6,327911,4689803,19,T
1580243375125895611,112,1580243375121900081,gps,42.3414513333,-71.0890938333,-42.8,327910,4689801,19,T
1580243376118427641,113,1580243376114551067,gps,42.341444,-71.0891026667,-42.6,327909,4689801,19,T
1580243377110554645,114,1580243377109584093,gps,42.3414406667,-71.0891105,-42.5,327909,4689800,19,T
1580243378119049003,115,1580243378115262985,gps,42.3414375,-71.0891158333,-42.5,327908,4689800,19,T
1580243379119967382,116,1580243379115969896,gps,42.3414373333,-71.0891273333,-42.1,327907,4689800,19,T
1580243380118844428,117,1580243380115104913,gps,42.341432,-71.0891396667,-42.0,327906,4689799,19,T
1580243381119002484,118,1580243381115221023,gps,42.34143,-71.0891483333,-41.6,327906,4689799,19,T
1580243382118554776,119,1580243382114546060,gps,42.341432,-71.08915,-41.4,327905,4689799,19,T
1580243383121076305,120,1580243383116951942,gps,42.3414316667,-71.0891533333,-41.2,327905,4689799,19,T
1580243384120401187,121,1580243384116369009,gps,42.3414375,-71.0891488333,-41.1,327906,4689800,19,T
1580243385121140636,122,1580243385117115020,gps,42.3414546667,-71.0891476667,-40.6,327906,4689802,19,T
1580243386114086136,123,1580243386113169908,gps,42.3414676667,-71.0891431667,-40.2,327906,4689803,19,T
1580243387121074238,124,1580243387117100000,gps,42.3414706667,-71.0891413333,-39.9,327906,4689804,19,T
1580243388124615923,125,1580243388120584964,gps,42.3414675,-71.0891406667,-40.0,327906,4689803,19,T
1580243389120083132,126,1580243389117728948,gps,42.3414725,-71.0891308333,-40.1,327907,4689804,19,T
1580243390118426730,127,1580243390117512941,gps,42.3414745,-71.0891251667,-40.2,327908,4689804,19,T
1580243391121782149,128,1580243391117454051,gps,42.341485,-71.0891153333,-40.0,327908,4689805,19,T
1580243392121092476,129,1580243392116250038,gps,42.3414923333,-71.089106,-40.0,327909,4689806,19,T
1580243393113794832,130,1580243393112864971,gps,42.3414946667,-71.0890991667,-39.9,327910,4689806,19,T
1580243394119316453,131,1580243394118438005,gps,42.341491,-71.0890961667,-40.0,327910,4689806,19,T
1580243395121060301,132,1580243395117259025,gps,42.3414936667,-71.0890968333,-39.7,327910,4689806,19,T
1580243396117542191,133,1580243396113672018,gps,42.3414931667,-71.0890983333,-39.6,327910,4689806,19,T
1580243397117946816,134,1580243397114042997,gps,42.3414905,-71.0891008333,-39.4,327910,4689806,19,T
1580243398112023618,135,1580243398111063957,gps,42.3414818333,-71.0891218333,-39.1,327908,4689805,19,T
1580243399113726872,136,1580243399112796068,gps,42.3414685,-71.089144,-38.9,327906,4689803,19,T
1580243400113342481,137,1580243400112443923,gps,42.3414685,-71.0891546667,-38.6,327905,4689803,19,T
1580243401109986526,138,1580243401108798027,gps,42.341467,-71.0891598333,-38.5,327905,4689803,19,T
1580243402118403671,139,1580243402114540100,gps,42.3414831667,-71.0891441667,-38.3,327906,4689805,19,T
1580243403116432520,140,1580243403112306118,gps,42.3414861667,-71.0891545,-37.9,327905,4689805,19,T
1580243404112926879,141,1580243404112071037,gps,42.341502,-71.0891455,-37.6,327906,4689807,19,T
1580243405112654233,142,1580243405111733913,gps,42.3415183333,-71.0891395,-37.2,327907,4689809,19,T
1580243406119419267,143,1580243406115566015,gps,42.3415215,-71.0891471667,-36.6,327906,4689809,19,T
1580243407113495316,144,1580243407112216949,gps,42.3415256667,-71.0891521667,-36.1,327906,4689810,19,T
1580243408112812727,145,1580243408111854076,gps,42.3415268333,-71.0891571667,-35.8,327905,4689810,19,T
1580243409109456080,146,1580243409108477115,gps,42.3415236667,-71.0891665,-35.3,327904,4689810,19,T
1580243410117654076,147,1580243410113672971,gps,42.3415288333,-71.0891683333,-34.9,327904,4689810,19,T
1580243411116651773,148,1580243411112807035,gps,42.3415288333,-71.0891703333,-34.6,327904,4689810,19,T
1580243412115825450,149,1580243412111761093,gps,42.3415288333,-71.0891748333,-34.3,327904,4689810,19,T
1580243413121224915,150,1580243413117125988,gps,42.3415241667,-71.0891735,-34.3,327904,4689810,19,T
1580243414117335961,151,1580243414113475084,gps,42.3415273333,-71.0891716667,-34.2,327904,4689810,19,T
1580243415116401881,152,1580243415112420082,gps,42.3415335,-71.0891751667,-34.0,327904,4689811,19,T
1580243416110594410,153,1580243416106605052,gps,42.3415376667,-71.0891703333,-33.9,327904,4689811,19,T
1580243417114611735,154,1580243417110296010,gps,42.3415443333,-71.0891676667,-33.7,327904,4689812,19,T
1580243418110702882,155,1580243418109756946,gps,42.3415516667,-71.0891641667,-33.4,327905,4689813,19,T
1580243419115433675,156,1580243419111150979,gps,42.3415663333,-71.0891713333,-31.0,327904,4689814,19,T
1580243420116819616,157,1580243420112344026,gps,42.3415765,-71.0891733333,-29.4,327904,4689815,19,T
1580243421115770128,158,1580243421109999895,gps,42.3415818333,-71.0891763333,-28.1,327904,4689816,19,T
1580243422116481522,159,1580243422111423969,gps,42.3415828333,-71.0891686667,-28.1,327904,4689816,19,T
1580243423114769074,160,1580243423110769987,gps,42.3415913333,-71.0891555,-27.9,327905,4689817,19,T
1580243424113638866,161,1580243424109719038,gps,42.3415973333,-71.0891475,-27.7,327906,4689818,19,T
1580243425112144955,162,1580243425109987020,gps,42.3416036667,-71.0891376667,-27.7,327907,4689818,19,T
1580243426114381026,163,1580243426109114885,gps,42.341607,-71.0891321667,-27.7,327907,4689819,19,T
1580243427105623076,164,1580243427103334903,gps,42.3416098333,-71.0891273333,-27.6,327908,4689819,19,T
1580243428113030281,165,1580243428107952117,gps,42.341611,-71.089123,-27.7,327908,4689819,19,T
1580243429112620715,166,1580243429108053922,gps,42.3416118333,-71.0891185,-27.8,327909,4689819,19,T
1580243430103632343,167,1580243430102551937,gps,42.3416171667,-71.0891093333,-27.8,327909,4689820,19,T
1580243431106079299,168,1580243431105173110,gps,42.3416176667,-71.0891058333,-27.9,327910,4689820,19,T
1580243432101753310,169,1580243432100589036,gps,42.3416166667,-71.0891045,-28.0,327910,4689820,19,T
1580243433119032987,170,1580243433109877109,gps,42.3416158333,-71.0891005,-28.2,327910,4689820,19,T
1580243434100317634,171,1580243434099431037,gps,42.3416205,-71.0890906667,-28.3,327911,4689820,19,T
1580243435101248075,172,1580243435099682092,gps,42.3416176667,-71.0890896667,-28.6,327911,4689820,19,T
1580243436108384901,173,1580243436105132102,gps,42.3416101667,-71.0890928333,-28.9,327911,4689819,19,T
1580243437109549235,174,1580243437104808092,gps,42.3416111667,-71.0890871667,-29.0,327911,4689819,19,T
1580243438100977095,175,1580243438099114894,gps,42.3416168333,-71.0890761667,-29.2,327912,4689820,19,T
1580243439104504964,176,1580243439102660894,gps,42.3416141667,-71.0890751667,-29.5,327912,4689819,19,T
1580243440098537292,177,1580243440096996068,gps,42.341608,-71.08908,-29.8,327912,4689819,19,T
1580243441098324072,178,1580243441097371101,gps,42.3416031667,-71.0890833333,-30.0,327911,4689818,19,T
1580243442113000126,179,1580243442105230093,gps,42.3416011667,-71.0890833333,-30.1,327911,4689818,19,T
1580243443109740542,180,1580243443104094982,gps,42.3416018333,-71.0890793333,-30.3,327912,4689818,19,T
1580243444104557753,181,1580243444100752115,gps,42.3415966667,-71.0890823333,-30.4,327911,4689818,19,T
1580243445099538911,182,1580243445097064018,gps,42.34159,-71.0890885,-30.6,327911,4689817,19,T
1580243446102981616,183,1580243446100645065,gps,42.3415811667,-71.089096,-30.8,327910,4689816,19,T
1580243447106270170,184,1580243447101763963,gps,42.341575,-71.0890996667,-31.0,327910,4689815,19,T
1580243448105241686,185,1580243448101247072,gps,42.3415678333,-71.0891038333,-31.3,327910,4689814,19,T
1580243449096682246,186,1580243449094310045,gps,42.3415586667,-71.0891126667,-31.6,327909,4689813,19,T
1580243450103589602,187,1580243450099191904,gps,42.3415543333,-71.0891153333,-31.9,327909,4689813,19,T
1580243451104579053,188,1580243451100585937,gps,42.3415501667,-71.0891178333,-32.1,327908,4689812,19,T
1580243452095459109,189,1580243452094364881,gps,42.3415435,-71.0891243333,-32.3,327908,4689812,19,T
1580243453112042308,190,1580243453107821941,gps,42.3415393333,-71.0891273333,-32.5,327908,4689811,19,T
1580243454100361430,191,1580243454098117113,gps,42.3415296667,-71.089139,-32.7,327907,4689810,19,T
1580243455106995154,192,1580243455102102041,gps,42.3415306667,-71.0891343333,-32.8,327907,4689810,19,T
1580243456095092323,193,1580243456092732906,gps,42.3415263333,-71.0891361667,-33.0,327907,4689810,19,T
1580243457102727768,194,1580243457098648071,gps,42.3415241667,-71.0891358333,-33.1,327907,4689810,19,T
1580243458101744008,195,1580243458097853899,gps,42.3415216667,-71.0891373333,-33.3,327907,4689809,19,T
1580243459103410071,196,1580243459099245071,gps,42.3415201667,-71.0891365,-33.5,327907,4689809,19,T
1580243460100773629,197,1580243460096584081,gps,42.341515,-71.0891406667,-33.8,327906,4689809,19,T
1580243461093044940,198,1580243461092134952,gps,42.3415148333,-71.0891395,-33.9,327907,4689809,19,T
1580243462101315229,199,1580243462097424030,gps,42.3415128333,-71.0891396667,-34.0,327907,4689808,19,T
1580243463102337097,200,1580243463098108053,gps,42.3415101667,-71.0891393333,-34.2,327907,4689808,19,T
1580243464105781512,201,1580243464101006031,gps,42.3415105,-71.0891361667,-34.3,327907,4689808,19,T
1580243465100338068,202,1580243465096776962,gps,42.3415106667,-71.0891346667,-34.4,327907,4689808,19,T
1580243466101712761,203,1580243466097628116,gps,42.3415038333,-71.0891553333,-33.3,327905,4689807,19,T
1580243467099401730,204,1580243467095288038,gps,42.341498,-71.089177,-32.2,327903,4689807,19,T
1580243468102619459,205,1580243468098366975,gps,42.341494,-71.089194,-31.2,327902,4689806,19,T
1580243469101278976,206,1580243469097433090,gps,42.3414916667,-71.0892055,-30.3,327901,4689806,19,T
1580243470106999125,207,1580243470101272106,gps,42.341486,-71.0892203333,-29.6,327900,4689806,19,T
1580243471103646242,208,1580243471099694013,gps,42.3414881667,-71.0892245,-28.8,327899,4689806,19,T
1580243472101234701,209,1580243472096321105,gps,42.3414846667,-71.0892365,-28.1,327898,4689805,19,T
1580243473101738335,210,1580243473097870111,gps,42.3414845,-71.0892445,-27.3,327898,4689805,19,T
1580243474100924002,211,1580243474096697092,gps,42.3414853333,-71.08925,-26.6,327897,4689806,19,T
1580243475100056135,212,1580243475095845937,gps,42.3414896667,-71.0892426667,-26.6,327898,4689806,19,T
1580243476100875307,213,1580243476097026109,gps,42.3414963333,-71.0892331667,-26.5,327899,4689807,19,T
1580243477099619024,214,1580243477096404075,gps,42.3414763333,-71.089258,-26.8,327897,4689805,19,T
1580243478096223193,215,1580243478091538906,gps,42.3414576667,-71.0892803333,-27.0,327895,4689803,19,T
1580243479101043003,216,1580243479095848083,gps,42.3414395,-71.0893081667,-26.7,327892,4689801,19,T
1580243480099673120,217,1580243480095710992,gps,42.3414235,-71.0893266667,-27.0,327891,4689799,19,T
1580243481097831424,218,1580243481093911886,gps,42.3414123333,-71.0893396667,-27.2,327890,4689798,19,T
1580243482100889984,219,1580243482096651077,gps,42.3414031667,-71.0893498333,-27.4,327889,4689797,19,T
1580243483098556161,220,1580243483094646930,gps,42.3413945,-71.0893605,-27.4,327888,4689796,19,T
1580243484097255285,221,1580243484093241930,gps,42.3413855,-71.0893716667,-27.6,327887,4689795,19,T
1580243485097414771,222,1580243485093414068,gps,42.3413765,-71.0893818333,-27.8,327886,4689794,19,T
1580243486099837721,223,1580243486095881938,gps,42.3413685,-71.0893906667,-28.1,327885,4689793,19,T
1580243487098111766,224,1580243487094017028,gps,42.3413606667,-71.0893988333,-28.4,327885,4689792,19,T
1580243488103093902,225,1580243488098341941,gps,42.3413505,-71.0894096667,-28.6,327884,4689791,19,T
1580243489097712483,226,1580243489093349933,gps,42.3413401667,-71.0894215,-28.9,327883,4689790,19,T
1580243490097961293,227,1580243490093820095,gps,42.3413361667,-71.089425,-29.1,327883,4689789,19,T
1580243491101270255,228,1580243491097275018,gps,42.3413336667,-71.0894271667,-29.1,327882,4689789,19,T
1580243492097233052,229,1580243492092925071,gps,42.3413388333,-71.0894188333,-29.1,327883,4689790,19,T
1580243493097486961,230,1580243493093393087,gps,42.341347,-71.0894063333,-29.1,327884,4689790,19,T
1580243494098977640,231,1580243494094654083,gps,42.3413563333,-71.0893928333,-29.1,327885,4689791,19,T
1580243495104837019,232,1580243495098249912,gps,42.3413673333,-71.089378,-29.0,327886,4689793,19,T
1580243496094521897,233,1580243496090439081,gps,42.3413765,-71.0893645,-29.1,327888,4689794,19,T
1580243497097565347,234,1580243497093319892,gps,42.3413865,-71.08935,-29.1,327889,4689795,19,T
1580243498098191930,235,1580243498094062089,gps,42.3413953333,-71.0893366667,-29.2,327890,4689796,19,T
1580243499097365847,236,1580243499093219995,gps,42.3414038333,-71.0893238333,-29.2,327891,4689797,19,T
1580243500099980061,237,1580243500095829010,gps,42.341412,-71.0893111667,-29.2,327892,4689798,19,T
1580243501099139547,238,1580243501094985961,gps,42.3414193333,-71.0892998333,-29.4,327893,4689798,19,T
1580243502099518534,239,1580243502095503091,gps,42.3414255,-71.0892896667,-29.6,327894,4689799,19,T
1580243503100752936,240,1580243503096529960,gps,42.3414301667,-71.0892815,-29.7,327895,4689799,19,T
1580243504099759156,241,1580243504094363927,gps,42.3414336667,-71.0892731667,-30.0,327895,4689800,19,T
1580243505098420209,242,1580243505093811988,gps,42.3414378333,-71.0892658333,-30.2,327896,4689800,19,T
1580243506096239598,243,1580243506091763973,gps,42.3414415,-71.0892583333,-30.5,327897,4689801,19,T
1580243507094112774,244,1580243507089245080,gps,42.3414446667,-71.0892521667,-30.7,327897,4689801,19,T
1580243508106795235,245,1580243508095745086,gps,42.3414478333,-71.0892453333,-31.0,327898,4689801,19,T
1580243509109051099,246,1580243509101922035,gps,42.3414516667,-71.0892388333,-31.2,327898,4689802,19,T
1580243510096179714,247,1580243510091427087,gps,42.341455,-71.089233,-31.3,327899,4689802,19,T
1580243511100790827,248,1580243511094238042,gps,42.3414578333,-71.0892275,-31.6,327899,4689802,19,T
1580243512095269424,249,1580243512090682029,gps,42.3414601667,-71.0892218333,-31.8,327900,4689803,19,T
1580243513107756744,250,1580243513100728034,gps,42.3414626667,-71.0892165,-32.0,327900,4689803,19,T
1580243514087855355,251,1580243514086535930,gps,42.3414645,-71.0892113333,-32.3,327900,4689803,19,T
1580243515100198458,252,1580243515096292018,gps,42.3414665,-71.0892071667,-32.5,327901,4689803,19,T
1580243516100525622,253,1580243516096256017,gps,42.3414731667,-71.0892096667,-31.5,327901,4689804,19,T
1580243517097083325,254,1580243517091720104,gps,42.3414806667,-71.0892128333,-30.3,327900,4689805,19,T
1580243518096026813,255,1580243518091573953,gps,42.3414868333,-71.0892165,-29.2,327900,4689806,19,T
1580243519096383415,256,1580243519092036962,gps,42.3414943333,-71.0892201667,-27.8,327900,4689806,19,T
1580243520097221269,257,1580243520093200922,gps,42.3415005,-71.089223,-26.8,327900,4689807,19,T
1580243521096752687,258,1580243521092554092,gps,42.3415085,-71.0892283333,-25.2,327899,4689808,19,T
1580243522098793138,259,1580243522094574928,gps,42.34151,-71.0892245,-25.3,327900,4689808,19,T
1580243523097717738,260,1580243523093513011,gps,42.341517,-71.0892278333,-24.1,327899,4689809,19,T
1580243524096280972,261,1580243524093729019,gps,42.3415173333,-71.0892246667,-24.3,327900,4689809,19,T
1580243525092653690,262,1580243525088489055,gps,42.3415183333,-71.0892213333,-24.4,327900,4689809,19,T
1580243526098023638,263,1580243526094046115,gps,42.3415193333,-71.0892176667,-24.6,327900,4689809,19,T
1580243527096881979,264,1580243527091382026,gps,42.3415201667,-71.0892138333,-24.8,327900,4689809,19,T
1580243528094154486,265,1580243528090326070,gps,42.3415271667,-71.0892175,-23.4,327900,4689810,19,T
1580243529098982375,266,1580243529092992067,gps,42.3415353333,-71.0892216667,-21.9,327900,4689811,19,T
1580243530099320903,267,1580243530094358921,gps,42.3415441667,-71.0892263333,-20.3,327899,4689812,19,T
1580243531093442702,268,1580243531088973999,gps,42.341545,-71.0892228333,-20.5,327900,4689812,19,T
1580243532095014543,269,1580243532090249061,gps,42.3415513333,-71.0892263333,-19.2,327899,4689813,19,T
1580243533097536419,270,1580243533093206882,gps,42.3415563333,-71.0892291667,-18.3,327899,4689813,19,T
1580243534095250948,271,1580243534090097904,gps,42.3415616667,-71.089232,-17.3,327899,4689814,19,T
1580243535096833666,272,1580243535091697931,gps,42.3415608333,-71.089229,-17.5,327899,4689814,19,T
